Company,Slug,Score,Source
Bluebeam,Bluebeam6950,83.24,repvue
Awin Global,AwinGlobal,83.23,repvue
Redwood Software,RedwoodSoftware,83.23,repvue
Arthrex,Arthrex,83.23,repvue
National Academy of Sports Medicine (NASM),NationalAcademyofSportsMedicine,83.22,repvue
Harness,Harness,83.22,repvue
Alchemy Technology Group,AlchemyTechGroup,83.22,repvue
XYZ Reality,xyz-reality,83.22,repvue
Avvoka,avvoka,83.22,repvue
Crucial Learning,CrucialLearning,83.22,repvue
Greenix,GreenixPestControl,83.21,repvue
Tobii,tobii,83.21,repvue
Essity,Essity,83.21,repvue
Looker (Google Cloud),Looker,83.21,repvue
Fluke Health Solutions,FlukeHealthSolutions,83.20,repvue
Procore Technologies,Procore,83.20,repvue
Flex,Flex,83.20,repvue
Reonomy,Reonomy,83.20,repvue
Teleflex,Teleflex,83.20,repvue
Barn2Door,barn2door,83.20,repvue
VanillaSoft,Vanillasoft,83.19,repvue
Enverus,Enverus,83.19,repvue
Elastic,Elastic,83.19,repvue
EngageTech,engagetech,83.19,repvue
Morning Consult,MorningConsult,83.19,repvue
Unique,Unique-Zurich,83.18,repvue
Deluxe Corporation,DeluxeCorporation,83.18,repvue
Typeform,Typeform,83.18,repvue
Portnox,portnox,83.17,repvue
Wysdom.ai,Wysdomai,83.17,repvue
RSM US,RSMUS,83.17,repvue
Inscribe,Inscribe,83.17,repvue
Phrase,Phrase,83.17,repvue
OpsLevel,opslevel,83.17,repvue
DemandZEN,DemandZEN,83.16,repvue
Obsidian Security,ObsidianSecurity,83.16,repvue
Northrop Grumman,NorthropGrumman,83.15,repvue
Akamai,Akamai,83.15,repvue
EduMe,Edume,83.15,repvue
Okta,Okta,83.14,repvue
Datavant,Datavant,83.14,repvue
StreetLight Data,StreetLightData,83.14,repvue
CenterWell Home Health,KindredHealthcare,83.14,repvue
FlexTG New York,FloTech,83.13,repvue
Attensi,attensi,83.13,repvue
Navan,TripActions,83.12,repvue
BQE Software,BQESoftware,83.12,repvue
Metronome,metronome,83.11,repvue
Goldcast,Goldcast,83.11,repvue
Avetta,Avetta,83.11,repvue
HubSpot,Hubspot,83.10,repvue
Infegy,Infegy,83.10,repvue
TMC Transportation,TMCTransportation,83.10,repvue
FieldRoutes,FieldRoutes,83.09,repvue
MVF Global,MVFGlobal,83.09,repvue
Kaspersky,Kasperskylab,83.08,repvue
MacStadium,MacStadium,83.08,repvue
Otter.ai,Otter,83.08,repvue
Findem,Findem,83.08,repvue
Intercom,Intercom,83.08,repvue
Labatt Brewing Company,LabattBrewingCompany,83.07,repvue
Markem-Imaje,markemimaje,83.06,repvue
Instana,Instana,83.06,repvue
People Inc,DotdashMeredith,83.06,repvue
SEEK,SEEK,83.06,repvue
Iron Bow Technologies,iron-bow-technologies,83.06,repvue
ClickUp,ClickUp,83.06,repvue
Market Leader,MarketLeader,83.06,repvue
Nue.io,nue-io,83.05,repvue
Windfall Data,WindfallData,83.04,repvue
AO Globe Life,ao-globe-life,83.03,repvue
Drop,Drop,83.02,repvue
West Monroe,WestMonroe,83.02,repvue
Motion,Motion,83.02,repvue
Thumbtack,Thumbtack,83.01,repvue
Perfect Venue,perfect-venue,83.01,repvue
Mercer,Mercer,83.00,repvue
Speexx,Speexx,83.00,repvue
Humanitix,humanitix,83.00,repvue
Advizex,Advizex,83.00,repvue
W.W. Grainger,WWGrainger,83.00,repvue
Adthena,Adthena,82.99,repvue
Gravitee,gravitee,82.99,repvue
Bubble,bubble-io,82.98,repvue
Easy Metrics Inc.,EasyMetricsInc,82.98,repvue
Tanium,Tanium,82.98,repvue
Slang.ai,slang-ai,82.98,repvue
GE Healthcare,GEHealthcare,82.98,repvue
SpotDraft,SpotDraft,82.97,repvue
Tenable,Tenable,82.96,repvue
Workfront (owned by Adobe),Workfront,82.96,repvue
Forma.ai,Formaai,82.95,repvue
Hopin,Hopin,82.95,repvue
Hivebrite,HiveBrite,82.94,repvue
Bioventus,Bioventus,82.94,repvue
Torch,Torch,82.94,repvue
DataRails,DataRails,82.93,repvue
Qobra,qobra,82.93,repvue
Crystal Knows,CrystalKnows,82.92,repvue
The Art of Education University,TheArtodEducationUniversity,82.91,repvue
PerfectServe,PerfectServe,82.91,repvue
Converge Technology Solutions,ConvergeTechnologySolutions,82.91,repvue
Zenjob,Zenjob,82.91,repvue
New Home Star,new-home-star,82.90,repvue
Rise People,RisePeople,82.90,repvue
ServiceTitan,ServiceTitan,82.90,repvue
Xactly Corp,XactlyCorp,82.90,repvue
Tacton,Tacton,82.89,repvue
Doppel,doppel,82.89,repvue
Rexel,Rexel,82.88,repvue
Valimail,Valimail,82.88,repvue
ControlUp,ControlUp,82.88,repvue
BioRender,BioRender,82.88,repvue
TIDI Products,TIDI,82.88,repvue
Repay,Repay,82.87,repvue
ForgeRock,Forgerock,82.87,repvue
iCapital,iCapital,82.86,repvue
Press Ganey Forsta,Forsta,82.86,repvue
CreatorIQ,CreatorIQ,82.85,repvue
Grantify US,grantify,82.84,repvue
Wireless Zone LLC,Wirelesszone,82.84,repvue
American Fidelity,american-fidelity,82.84,repvue
FM:Systems,FMSystems,82.83,repvue
Industrious,industrious,82.83,repvue
Hexagon ALI,hexagon-ali,82.82,repvue
Digicert,Digicert,82.81,repvue
SafeLease,safelease,82.81,repvue
PatientNow,PatientNow,82.81,repvue
Tessell,tessell,82.81,repvue
ResMan Property Management Software,resman,82.81,repvue
Jones Software,JonesSoftware,82.80,repvue
Eigen Technologies,EigenTechnologies,82.80,repvue
Relativity,Relativity,82.79,repvue
monday.com,mondaycom,82.79,repvue
Fever,FeverLabs,82.78,repvue
OpenSpace,OpenSpace,82.78,repvue
Envysion,envysion,82.78,repvue
Glean.ai,glean-ai,82.78,repvue
BizzyCar,bizzycar,82.78,repvue
Concentra,Concentra,82.78,repvue
project44,project44,82.77,repvue
Tock,Tock,82.77,repvue
Orthofix,Orthofix,82.77,repvue
Aqua Security,AquaSecurity,82.77,repvue
8am,Affinipay,82.77,repvue
Schoox,Schoox,82.77,repvue
Moxo,moxtra,82.77,repvue
Wagepoint,Wagepoint,82.76,repvue
TigerConnect,TigerConnect,82.76,repvue
QTS Data Centers,QTSDataCenters,82.76,repvue
BeyondTrust,BeyondTrust,82.75,repvue
SupplyPike,supplypike,82.75,repvue
Cognex,Cognex,82.75,repvue
Userpilot,userpilot,82.75,repvue
ASSA ABLOY Group,ASSAABLOY,82.75,repvue
Encompass Technologies,EncompassTechnologies,82.75,repvue
StackAdapt,StackAdapt,82.74,repvue
Papirfly,Papirfly,82.74,repvue
Commerce7,commerce7,82.73,repvue
Zuora,Zuora,82.73,repvue
Fleetio,Fleetio,82.73,repvue
vCita,vCita,82.73,repvue
mabl,mabl,82.73,repvue
Alza,alza,82.72,repvue
Nuvo,nuvo,82.72,repvue
Plastiq,Plastiq,82.71,repvue
"Brainstorm, Inc",BrainstormInc,82.70,repvue
Clari,Clari,82.70,repvue
demandDrive,demandDrive,82.70,repvue
Centric Software,CentricSoftware,82.70,repvue
OpenGov,OpenGov,82.70,repvue
CarMax,CarMax,82.69,repvue
Supermove,Supermove,82.68,repvue
Mendix,Mendix,82.68,repvue
Binary Stream,BinaryStream,82.68,repvue
McGraw Hill,McGrawHill,82.68,repvue
Mulesoft (Salesforce),Mulesoft,82.67,repvue
Expedia,Expedia,82.67,repvue
Applied Medical,AppliedMedical,82.67,repvue
Ascentis,Ascentis,82.67,repvue
Creyos,CambridgeBrainSciences,82.66,repvue
ITS Logistics,Itslogistics,82.66,repvue
Amobee,Amobee,82.66,repvue
Alchemer,Alchemer,82.65,repvue
Twilio Segment,segment,82.64,repvue
Sensitech,Sensitech,82.64,repvue
Amazon Advertising,AmazonAdvertising,82.63,repvue
Instacart,Instacart,82.63,repvue
Feedonomics,Feedonomics,82.62,repvue
Snyk,snyk,82.61,repvue
Acima,Acima,82.61,repvue
Boehringer Ingelheim,BoehringerIngelheim,82.61,repvue
TeachTown,teachtown,82.60,repvue
Retool,Retool,82.60,repvue
D2IQ,d2iq,82.59,repvue
Perpetua,perpetua,82.59,repvue
Trace3,Trace3,82.59,repvue
CaptivateIQ,captivateIQ,82.59,repvue
Synopsys,Synopsys,82.59,repvue
Triplebyte,Triplebyte,82.58,repvue
NFP,NFP,82.58,repvue
Accelevents,Accelevents,82.58,repvue
Seismic,Seismic,82.57,repvue
Oktopost,Oktopost,82.57,repvue
Zonda,zonda,82.57,repvue
Adjust,Adjust,82.57,repvue
Axis Communications,AxisCommunications,82.56,repvue
EDB (EnterpriseDB),EDB,82.56,repvue
Legrand,Legrand,82.55,repvue
Opentrons Labworks Inc.,Opentrons,82.55,repvue
OnShift,OnShift,82.55,repvue
MESH,MESH,82.55,repvue
GUIDEcx,Guidecx,82.55,repvue
GWI,GWI,82.54,repvue
Vanguard,Vanguard,82.54,repvue
Geotab,Geotab,82.54,repvue
Paycom,Paycom,82.54,repvue
Confluent,Confluent,82.52,repvue
AssemblyAI,AssemblyAI,82.52,repvue
Salt Security,SaltSecurity,82.51,repvue
Smarsh,Smarsh,82.51,repvue
Vatica Health,VaticaHealth,82.51,repvue
Asana,Asana,82.50,repvue
Experian,Experian,82.50,repvue
BT,BT,82.50,repvue
Devada,Devada,82.49,repvue
Comarch,COMARCH,82.49,repvue
Avigilon,AvigilonAltaformerlyAvaSecurity,82.49,repvue
Peakon,Peakon,82.49,repvue
Xfactor.io,DecisionLink,82.49,repvue
Hologic,Hologic,82.48,repvue
Optos,optos,82.48,repvue
InsightSquared,InsightSquared,82.47,repvue
Integris,Integris,82.47,repvue
First Advantage,FirstAdvantage,82.46,repvue
Writer,writer-ai,82.46,repvue
UPS Supply Chain Solutions,UPSSupplyChainSolutions,82.46,repvue
Movement Mortgage,MovementMortgage,82.46,repvue
When I Work,WhenIWork,82.46,repvue
Axonius,Axonius,82.46,repvue
PennyMac Loan Services,PennymacLoanServices,82.45,repvue
Bruker,Bruker,82.45,repvue
AudioEye,AudioEye,82.44,repvue
Dayforce,Ceridian,82.44,repvue
Descartes Systems Group,DescartesSystemsGroup,82.44,repvue
Paymentus,Paymentus,82.44,repvue
Agicap España,Agicap,82.43,repvue
RealWork Labs,RealWorkLabs,82.43,repvue
Perforce Delphix,Delphix,82.42,repvue
Integral Ad Science,IntegralAdScience,82.42,repvue
Par Technology,Par,82.41,repvue
Advanced Drainage Systems,AdvancedDrainageSystems,82.40,repvue
Ambient.ai,ambient-ai,82.40,repvue
Verathon Medical,VerathonMedical,82.39,repvue
Hatch,Hatch,82.38,repvue
ICON plc,icon,82.38,repvue
Blue Yonder,Blueyonder,82.37,repvue
Coconut Software,CoconutSoftware,82.37,repvue
HackerOne,Hackerone,82.37,repvue
LightStep,LightStep,82.37,repvue
Fonoa,Fonoa,82.37,repvue
Reprise,Reprise,82.37,repvue
Sunnova,Sunnova,82.36,repvue
Influitive,Influitive,82.36,repvue
ID.me,Idme,82.36,repvue
BackBox,BackBox,82.36,repvue
Fieldguide,fieldguide,82.36,repvue
Simon Data,SimonData,82.35,repvue
Club,Brandbassador,82.35,repvue
Metrie,Metrie,82.35,repvue
Daloopa,Daloopa,82.34,repvue
Anheuser-Busch,AnheuserBusch,82.34,repvue
IMS (Investor Management Services),IMSInvestorManagementServices,82.33,repvue
CreativeX,creativex,82.33,repvue
Addepar,Addepar,82.33,repvue
The Hartford,TheHartford,82.33,repvue
VITL Power,VITLPower,82.32,repvue
adesso SE,adesso,82.32,repvue
Syncari,Syncari,82.32,repvue
NinjaOne,NinjaOne,82.31,repvue
Planful,Planful,82.31,repvue
Kustomer,Kustomer,82.31,repvue
LeanDNA,LeanDNA,82.30,repvue
BillingPlatform,BillingPlatorm,82.30,repvue
Akeneo,Akeneo,82.29,repvue
Zipcar,Zipcar,82.29,repvue
UiPath,UiPath,82.29,repvue
DataSnipper,Datasnipper,82.29,repvue
Direct Supply,DirectSupply,82.27,repvue
Fiverr,fiverr,82.27,repvue
Medrio,Medrio,82.27,repvue
Maxio,Maxio,82.27,repvue
Replicated,Replicated,82.27,repvue
Cloudinary,Cloudinary,82.27,repvue
Beckhoff Automation,beckhoff-automation,82.26,repvue
Vertice,Vertice,82.26,repvue
RightBound,Rightbound,82.26,repvue
Humi,Humi,82.26,repvue
Pegasystems,Pegasystems,82.25,repvue
PwC,PWC,82.24,repvue
SAP,SAP,82.24,repvue
Supernus Pharmaceuticals,SupernusPharmaceuticals,82.24,repvue
Commusoft,commusoft,82.24,repvue
Talon.One,TalonOne,82.23,repvue
Veeam Software,Veeam,82.23,repvue
NetJets,NetJets,82.22,repvue
Constant Contact,ConstantContact,82.22,repvue
Mezmo,mezmo,82.21,repvue
Seegrid,Seegrid,82.21,repvue
Northspyre,Northspyre,82.21,repvue
Praxedo,Praxedo,82.21,repvue
West Shore Home,WestshoreHome,82.20,repvue
Torii,Torii,82.20,repvue
Fermat,fermat,82.19,repvue
Nuage Consulting,nuage-consulting,82.19,repvue
Hendrick Automotive Group,HendrickAutomotive,82.19,repvue
Classy.org,Classyorg,82.19,repvue
Trimble Inc.,Trimble,82.19,repvue
Echo AI,Pathlight,82.18,repvue
1upHealth,1upHealth,82.18,repvue
Teleport,Teleport,82.18,repvue
Hometap,hometap,82.18,repvue
Red Hat,RedHat,82.17,repvue
Teamwork,Teamwork,82.17,repvue
Liferaft,LifeRaftInc,82.17,repvue
LumApps,Lumapps,82.16,repvue
Yulife,Yulife,82.16,repvue
SimuTech,SimuTech,82.16,repvue
Deloitte,Deloitte,82.15,repvue
Benchling,Benchling,82.15,repvue
Comcast Technology Solutions,ComcastTechnologySolutions,82.15,repvue
BrightTALK,Brighttalk,82.15,repvue
Softcat,Softcat,82.15,repvue
Cority,Cority,82.15,repvue
3M,3M,82.15,repvue
Trident,TridentTransport,82.15,repvue
Tessian,Tessian,82.14,repvue
DirectDefense,DirectDefense,82.14,repvue
Gem,Gem,82.13,repvue
Hilton Grand Vacations,HiltonGrandVacations,82.13,repvue
Pentera,Pentera,82.12,repvue
Intelligize,Intelligize,82.12,repvue
Fuze,Fuze,82.11,repvue
Airbyte,airbyte,82.11,repvue
Funding Circle,funding-circle,82.11,repvue
Showpad,Showpad,82.11,repvue
LevelJump,LevelJump,82.11,repvue
RapidSOS,rapidsos,82.11,repvue
Hayes Locums,HayesLocums,82.11,repvue
Ovation,Ovation,82.10,repvue
RF-SMART,RFSMART,82.10,repvue
ServiceCore,ServiceCore,82.09,repvue
Fox Networks Group,Fox,82.09,repvue
CloudBolt,CloudBolt,82.09,repvue
Capital One,CapitalOne,82.09,repvue
Nestle,nestle,82.08,repvue
eSentire,eSentire,82.08,repvue
Dovetail,dovetail,82.08,repvue
Paradox,Paradox,82.08,repvue
PepsiCo,PepsiCo,82.07,repvue
Cockroach Labs,CockroachLabs,82.07,repvue
FedEx,FedEx,82.06,repvue
Plative,Plative,82.06,repvue
Teaching Strategies,TeachingStrategies,82.05,repvue
InRule,inrule,82.05,repvue
Exact,Exact,82.05,repvue
Evisort,Evisort,82.05,repvue
Verafin,verafin,82.04,repvue
ClearPoint Strategy,ClearPointstrategy,82.04,repvue
Ultimate Kronos Group UKG,UKG,82.03,repvue
Druva,Druva,82.03,repvue
CrossCountry Mortgage,CrossCountryMortgage,82.03,repvue
Dialpad,Dialpad,82.02,repvue
Intuit,Intuit,82.02,repvue
Bank of America,BankofAmericaCorp,82.02,repvue
Daxtra Technologies,Daxtra,82.02,repvue
Paddle,Paddle,82.01,repvue
College Works Painting,CollegeWorksPainting,82.01,repvue
Monex Europe,MonexEurope,82.00,repvue
"Boundless, Inc",boundless-inc,81.99,repvue
Lenovo,Lenovo,81.99,repvue
Bozzuto,Bozzuto,81.99,repvue
"RocketReach, LLC",RocketReachLLC,81.99,repvue
Redo,redo-tech,81.98,repvue
Simplify Healthcare,SimplifyHealthcare,81.98,repvue
Field Nation,fieldnation,81.98,repvue
Devo,Devo,81.98,repvue
Docker,Docker,81.98,repvue
Clario,Clario,81.97,repvue
BairesDev,BairesDev,81.96,repvue
Fairygodboss,Fairygodboss,81.96,repvue
Zoll,Zoll,81.96,repvue
AddShoppers,AddShoppers,81.96,repvue
Reyes Beverage Group,Reyes,81.96,repvue
"IDR, Inc.",idr,81.96,repvue
Brazen,brazen,81.95,repvue
Thyssenkrupp Elevator,ThyssenkruppElevator,81.94,repvue
Marqeta,Marqeta,81.94,repvue
Edge Delta,EdgeDelta,81.94,repvue
Crelate,crelate,81.93,repvue
MyCase,MyCase,81.93,repvue
Doxis,doxis,81.93,repvue
SecureLink (Imprivata),SecureLink,81.93,repvue
Hilti,Hilti,81.92,repvue
CyberSaint Security,CyberSaintSecurity,81.91,repvue
First Republic Bank,FirstRepublicBank,81.91,repvue
Immersive Labs,immersivelabs,81.91,repvue
Sprout Social,SproutSocial,81.90,repvue
Device Magic,Devicemagic,81.90,repvue
Quiq,Quiq,81.90,repvue
LoginRadius,Loginradius,81.90,repvue
Savills,Savills,81.90,repvue
The Clorox Company,Clorox,81.90,repvue
Level AI,LevelAI,81.90,repvue
Adlumin,Adlumin,81.89,repvue
Linnworks,Linnworks,81.89,repvue
Clay,clay,81.89,repvue
"Graylog, Inc.",graylog,81.88,repvue
Qwick,gigpro,81.88,repvue
SterlingBackCheck,Sterlingbackcheck,81.88,repvue
Veeva Systems,VeevaSystems,81.88,repvue
Fello,fello,81.87,repvue
Philips,Philips,81.87,repvue
E.W. Scripps,EWScripps,81.87,repvue
AppDynamics (Cisco),AppDynamics,81.86,repvue
LedCor,LedCor,81.86,repvue
Klaviyo,Klaviyo,81.85,repvue
Cohesity,Cohesity,81.85,repvue
CHG Healthcare,CHG,81.85,repvue
PolyAI,PolyAI,81.85,repvue
DailyPay,Dailypay,81.84,repvue
GreatAmerica Financial Services,GreatAmericaFinancialServices,81.84,repvue
Alphatec Spine,alphatec-spine,81.84,repvue
Personio,Personio,81.84,repvue
1VALET,1VALET,81.84,repvue
Metagenics,Metagenics,81.83,repvue
Landscape Management Network,LandscapeManagementNetwork,81.83,repvue
Carrot Fertility,CarrotFertility,81.83,repvue
PartnerStack,Partnerstack,81.83,repvue
FrSecure,Frsecure,81.82,repvue
Recollective,Recollective,81.82,repvue
Teamworks,Teamworks,81.82,repvue
Pexip,Pexip,81.81,repvue
BSN Sports,BSNSports,81.81,repvue
Shakudo,shakudo,81.80,repvue
Arcadia,Arcadia,81.80,repvue
Kevel,Kevel,81.79,repvue
Flock,FlockSafety,81.79,repvue
Cherre,Cherre,81.79,repvue
Lumos,lumos,81.78,repvue
SAP SuccessFactors,SuccessFactors,81.78,repvue
Synchrony Financial,SynchronyFinancial,81.78,repvue
Availity,Availity,81.77,repvue
Aktify,Aktify,81.77,repvue
Pushpay,Pushpay,81.76,repvue
Klarity,klarity,81.76,repvue
GTreasury,GTreasury,81.76,repvue
Mark43,Mark43,81.76,repvue
McKesson,McKesson,81.75,repvue
Replicant,Replicant,81.75,repvue
Marin Software,MarinSoftware,81.75,repvue
Abstrakt Marketing Group,AbstraktMarketingGroup,81.75,repvue
Renewal by Andersen,RenewalbyAndersen,81.74,repvue
Ping Identity,PingIdentity,81.74,repvue
SpotMe,SpotMe,81.74,repvue
North American Bancard,NorthAmericanBancard,81.74,repvue
Netrevenue,netrevenue-io,81.74,repvue
ClearGov,Cleargov,81.74,repvue
GoCardless,GoCardless,81.73,repvue
IBM,IBM,81.73,repvue
Skello,Skello,81.72,repvue
Syndigo,Syndigo,81.72,repvue
impact.com,Impact,81.71,repvue
Willis Towers Watson,willistowerswatson,81.70,repvue
Wells Fargo,WellsFargo,81.69,repvue
Billd,billd,81.69,repvue
FormAssembly,FormAssembly,81.68,repvue
Upwind Security,upwind,81.68,repvue
Marcura,marcura,81.68,repvue
CBORD,CBORDHerizonsoftware,81.68,repvue
Siemens-Healthineers,SiemensHealthineers,81.67,repvue
Traackr,Traackr,81.67,repvue
Rent,RentPath,81.67,repvue
Lendzi,Lendzi,81.67,repvue
PTC,PTC,81.66,repvue
Charthop,Charthop,81.65,repvue
Swap,swap,81.65,repvue
Fractal,fractal-analytics,81.65,repvue
"Lotlinx, Inc.",LotLinx,81.65,repvue
AllianceHCM,AllianceHCM,81.64,repvue
GoFormz,GoFormz,81.64,repvue
Moxie Pest Control,MoxiePestControl,81.64,repvue
Redis,redis,81.64,repvue
Henry Schein,HenrySchein,81.64,repvue
Lamar Advertising Company,Lamar,81.63,repvue
Narmi,narmi,81.63,repvue
Syntellis,Syntellis,81.63,repvue
WorkStep,WorkStep,81.63,repvue
Softdocs,Softdocs,81.62,repvue
Boulevard,Boulevard,81.62,repvue
Datanomix,Datanomix,81.62,repvue
Bud,Bud,81.61,repvue
Checkr,checkr,81.61,repvue
Monsido (CivicPlus),Monsido,81.61,repvue
Performio,Performio,81.61,repvue
Upserve,Upserve,81.60,repvue
Hawx Pest Control,hawx,81.60,repvue
Apartment List,apartmentlist,81.60,repvue
Grace Hill,GraceHill,81.59,repvue
CarGurus,Cargurus,81.59,repvue
Slack (Salesforce),Slack,81.59,repvue
Lokalise,Lokalise,81.58,repvue
Holman,holman,81.58,repvue
PadSplit,PadSplit,81.58,repvue
Next Glass,NextGlass,81.58,repvue
Multi-Health Systems Inc (MHS),MHS,81.57,repvue
Serrala,Serrala,81.57,repvue
MiMedx,Mimedx,81.57,repvue
Onelogin by One Identity,Onelogin,81.57,repvue
Ultimate.ai,Ultimateai,81.57,repvue
Huron,HuronConsultingGroup,81.57,repvue
Purple,purple-com,81.57,repvue
Solink,Solink,81.56,repvue
Clearbit,clearbit,81.56,repvue
Enterprise Holdings,Enterprise,81.55,repvue
CarbonCure Technologies,CarbonCure,81.55,repvue
PointClickCare,Pointclickcare,81.54,repvue
Explorium,Explorium,81.54,repvue
Verily Life Sciences,verily-life-sciences,81.54,repvue
Alarm.com,Alarmcom,81.54,repvue
Google Fiber,GoogleFiber,81.53,repvue
Code42,Code42,81.53,repvue
Rally UXR,rally-uxr,81.53,repvue
Xref,Xref,81.53,repvue
Ataccama,Ataccama,81.52,repvue
Vouch Insurance,VouchInsurance,81.52,repvue
Workera,workera,81.52,repvue
Vercara,vercara,81.52,repvue
Presidio,Presidio,81.51,repvue
Jaggaer,Jaggaer,81.51,repvue
Moogsoft,Moogsoft,81.50,repvue
Assurant,Assurant,81.50,repvue
Zego,zego,81.49,repvue
National Instruments (NI),NationalInstruments,81.49,repvue
Challenger,Challenger,81.49,repvue
EAB,eab,81.48,repvue
Dandelion Energy,DandelionEnergy,81.48,repvue
CEO Coaching International,ceo-coaching-international,81.48,repvue
Common Room,common-room,81.47,repvue
igus,igus,81.47,repvue
ABC Glofox,ABCGlofox,81.46,repvue
Provenir,provenir,81.46,repvue
Sana Benefits,SanaBenefits,81.46,repvue
BGSF (BG Staffing),bgstaffing,81.46,repvue
CoSchedule,CoSchedule,81.46,repvue
Breakthru Beverage,BreakthruBeverage,81.45,repvue
mPulse Mobile,mPulseMobile,81.45,repvue
Funnel,Funnel,81.44,repvue
Revvity,revvity,81.44,repvue
CipherHealth,CipherHealth,81.44,repvue
Pindrop Security,PindropSecurity,81.44,repvue
Verified First,VerifiedFirst,81.44,repvue
Brink’s Inc,BrinksMoney,81.44,repvue
Bitwarden,bitwarden,81.43,repvue
Maltego Technologies,Maltego,81.43,repvue
QGenda,QGenda,81.43,repvue
Fitch Solutions,FitchSolutions,81.43,repvue
Ncontracts,Ncontracts,81.42,repvue
Rossum,Rossum,81.42,repvue
Skillable,Skillable,81.41,repvue
Qwilr,Qwilr,81.40,repvue
Skill Dynamics,SkillDynamics,81.40,repvue
ContactMonkey,ContactMonkey,81.40,repvue
Currax Pharmaceuticals,currax,81.39,repvue
Living Security,Livingsecurity,81.39,repvue
Noibu,Noibu,81.39,repvue
Compass,Compass,81.39,repvue
General Dynamics,GeneralDynamics,81.39,repvue
Perceptyx,Perceptyx,81.39,repvue
The Baldwin Group,TheBaldwinGroup,81.38,repvue
WatchGuard Technologies Inc,WatchGuardTechnologiesInc,81.38,repvue
"ServiceMax, Inc.",ServiceMaxInc,81.37,repvue
Camms,Camms,81.36,repvue
LearnUpon,LearnUpon,81.36,repvue
WalkMe,Walkme,81.36,repvue
Valet Living,Valetliving,81.36,repvue
Ethico,Ethico,81.36,repvue
"Chetu, Inc.",Chetu,81.36,repvue
Aramark,Aramark,81.36,repvue
Canoe Intelligence,canoe-intelligence,81.35,repvue
Enterprise Fleet Management,EnterpriseFleetManagement,81.35,repvue
Halcyon,Halcyon,81.35,repvue
DTEN,DTEN,81.34,repvue
Dell EMC,DellEMC,81.34,repvue
Afterpay,Afterpay,81.33,repvue
Readymode,ReadyMode,81.33,repvue
SS&C,SSC,81.32,repvue
Kelly Services,KellyServices,81.32,repvue
Marigold,marigold,81.32,repvue
Pylon,pylon,81.31,repvue
ELB Learning,ELBLearning,81.31,repvue
GoSite,GoSite,81.31,repvue
Agent Elite,Agentelite,81.31,repvue
"Cellular Sales, Inc.",CellularSalesInc,81.31,repvue
Allegis Global Solutions,AllegisGlobalSolutions,81.30,repvue
Klevu,Klevu,81.30,repvue
Accesso,Accesso,81.30,repvue
Modern Campus,ModernCampus,81.30,repvue
Eleos Health,eleos-health,81.30,repvue
JG Wentworth,Jgwentworth16468,81.29,repvue
Lattice,Lattice,81.28,repvue
Bravely,Bravely,81.28,repvue
Lennox,Lennox,81.28,repvue
LiveAction Software,LiveAction,81.28,repvue
TeamDynamix,TeamDynamix,81.28,repvue
Kiteworks,Kiteworks,81.27,repvue
HubHead,hubhead,81.27,repvue
Firstbase,Firstbase,81.27,repvue
Gravity IT,GravityIT,81.27,repvue
HiBob,Hibob,81.27,repvue
BambooHR,BambooHR,81.26,repvue
Leads.io,leads-io,81.26,repvue
Experity Health,ExperityHealth,81.26,repvue
Registrar Corp,RegistrarCorp,81.25,repvue
Cintas,Cintas,81.25,repvue
Shopify,Shopify,81.25,repvue
Opendoor,Opendoor,81.25,repvue
Discover Financial Services,DiscoverFinancialServices,81.24,repvue
Semrush,semrush,81.24,repvue
Fortinet,Fortinet,81.24,repvue
Mattress Firm,MattressFirm,81.23,repvue
Osano,Osano,81.23,repvue
ITsavvy,ITsavvy,81.23,repvue
Macmillan Learning,MacmillanLearning,81.22,repvue
LinkedIn,LinkedIn,81.22,repvue
Robert Walters,RobertWalters,81.22,repvue
Tropic,Tropic,81.21,repvue
"Watershed, Inc.",watershed-inc,81.21,repvue
Progress Sharefile,CitrixSharefile,81.21,repvue
Coveo,Coveo,81.21,repvue
Leapwork,Leapwork,81.20,repvue
Pondurance,Pondurance,81.20,repvue
Coloplast,Coloplast,81.20,repvue
Questrade Financial Group,questrade,81.19,repvue
Bausch Health,BauschHealth,81.19,repvue
KX,Kx,81.19,repvue
CC3 Solutions,CustomCommunicationsIII,81.19,repvue
Pepper,pepper,81.19,repvue
Fortem International,FortemInternational,81.19,repvue
ReliaQuest,ReliaQuest,81.18,repvue
Secure24,Secure24Alarmsystems,81.18,repvue
OneSource Virtual,OneSourceVirtual,81.17,repvue
Hippo Insurance,HippoInsurance,81.17,repvue
Equinix,Equinix,81.17,repvue
Menlo Security,MenloSecurity,81.17,repvue
Coastal,coastal-cloud,81.16,repvue
Fisher & Paykel Healthcare,FisherPaykelHealthcare,81.16,repvue
OpenSesame,OpenSesame,81.16,repvue
Automox,Automox,81.16,repvue
ACCESS Newswire,issuerdirect,81.15,repvue
Arango,ArangoDB,81.15,repvue
Overhaul,Overhaul,81.15,repvue
Planview,Planview4560,81.14,repvue
Rokt,rokt,81.14,repvue
Pilot Company,pilot-company,81.14,repvue
Raptor Technologies,RAPTORTECHNOLOGIES,81.14,repvue
Interval International,Interval,81.14,repvue
CloudPay,CloudPay,81.13,repvue
Traction,ProQuoAI,81.13,repvue
Boostability,Boostability,81.13,repvue
