Company,Slug,Score,Source
Xero,Xero,81.13,repvue
Abacum,Abacum,81.13,repvue
Bill.com,Billcom,81.12,repvue
ScyllaDB,ScyllaDB,81.11,repvue
Glassdoor,Glassdoor,81.10,repvue
Spring Venture Group,SpringVentureGroup,81.09,repvue
Ambry Genetics,AmbryGenetics,81.09,repvue
BazaarVoice,BazaarVoice,81.09,repvue
Surgical Product Solutions,surgical-product-solutions,81.08,repvue
Umbrella,Anodot,81.07,repvue
Long View Systems,LongViewSystems,81.07,repvue
Innovative Systems,InnovativeSystem,81.07,repvue
MyCarrier,mycarrier,81.06,repvue
Justworks,Justworks,81.06,repvue
Unacast,Unacast,81.05,repvue
"Axonics, Inc.",axonics,81.04,repvue
Amgen,Amgen,81.04,repvue
Humaans,humaans,81.04,repvue
Revinate,Revinate,81.04,repvue
InfoTrack AU,InfoTrackAU,81.04,repvue
Perk,TravelPerk,81.04,repvue
Nasuni,Nasuni,81.03,repvue
Articulate Global,ArticulateGlobal,81.03,repvue
Maze,maze,81.03,repvue
Drizly,Drizly,81.03,repvue
TextMyGov,textmygov,81.02,repvue
Easygenerator,Easygenerator,81.02,repvue
Davisware,davisware,81.02,repvue
Fusion Risk Management,FusionRiskManagement,81.02,repvue
Parloa,parloa,81.02,repvue
Corelight,corelight,81.02,repvue
Briq,briq1999,81.02,repvue
Infinity,infinity,81.02,repvue
Heap,Heap,81.01,repvue
Kojo,Kojo,81.01,repvue
IPQS,ipqs,81.01,repvue
Expedient,Expedient,81.01,repvue
Sentry,Sentry,81.01,repvue
RangeForce,RangeForce,81.00,repvue
Symantec (Broadcom),Symantec,81.00,repvue
Airwallex,Airwallex,81.00,repvue
RevSpring,RevSpring,80.99,repvue
Mirakl,Mirakl,80.99,repvue
NetApp,NetApp,80.99,repvue
Verkada,Verkada,80.98,repvue
AlayaCare,AlayaCare,80.96,repvue
Doctor.com,Doctorcom,80.96,repvue
Proofpoint,Proofpoint,80.96,repvue
Diversatek Healthcare,DiversatekHealthcare,80.95,repvue
OnlineMedEd,OnlineMedEd,80.95,repvue
PureSpectrum,PureSpectrum,80.94,repvue
Gartner,Gartner,80.94,repvue
Hillrom,Hillrom,80.94,repvue
ReminderMedia,ReminderMedia,80.94,repvue
Telstra,Telstra,80.94,repvue
Workfusion,Workfusion,80.94,repvue
Tango Analytics,TangoAnalytics,80.94,repvue
Employsure,Employsure,80.93,repvue
Cortex,cortex,80.93,repvue
Bandwidth,Bandwidth,80.93,repvue
Milestone Systems,MilestoneSystems,80.93,repvue
"Accela, Inc.",AccelaInc,80.93,repvue
OTR Solutions,OTRSolutions,80.93,repvue
Kontakt.io,kontakt-io,80.93,repvue
Belvo,belvo,80.92,repvue
Alchemy Cloud,alchemy-cloud,80.92,repvue
Bynder,Bynder,80.92,repvue
Avtech Capital,avtech-capital,80.91,repvue
Deltek,Deltek,80.91,repvue
Northpass,Northpass,80.90,repvue
Intapp,Intapp,80.90,repvue
Bechtle,Bechtle,80.89,repvue
Keepit,KeepitAS,80.89,repvue
Fuel50,Fuel50,80.89,repvue
Invoca,DialogTech,80.89,repvue
Green Key Resources,green-key-resources,80.88,repvue
aPriori,aPriori,80.88,repvue
Envoy Global,EnvoyGlobal,80.88,repvue
Arbon Equipment Corporation,ArbonEquipmentCorporation,80.87,repvue
Uncountable Inc.,uncountable,80.87,repvue
Salus,Salus,80.87,repvue
Coldwell Banker,ColdwellBanker,80.86,repvue
Fundraise Up,FundraiseUp,80.86,repvue
Veo Technologies,veo-technologies,80.86,repvue
BigTime Software,BigTimeSoftware,80.86,repvue
Wonolo,Wonolo,80.85,repvue
Watermark,WatermarkInsights,80.85,repvue
"Tellius, Inc.",TelliusInc,80.85,repvue
CoEnterprise,CoEnterprise,80.85,repvue
OneCause,OneCause,80.84,repvue
Bill360,Bill360,80.83,repvue
TheyDo - Journey Management,theydo,80.83,repvue
Fluent Commerce,fluent-commerce,80.83,repvue
VideaHealth,videahealth,80.83,repvue
Alvéole,Alvéole,80.83,repvue
Paubox,Paubox,80.83,repvue
Backblaze,Backblaze,80.83,repvue
Roofstock,roofstock,80.83,repvue
11:11 Systems,11-11-systems,80.82,repvue
TrueAccord,TrueAccord,80.82,repvue
New York Mets,NewYorkMets,80.81,repvue
Ntirety,ntirety,80.81,repvue
Tripadvisor,Tripadvisor,80.80,repvue
Namely,Namely,80.80,repvue
Upright,Upright,80.80,repvue
ICU Medical,ICUMedical,80.80,repvue
Blackboard,Blackboard,80.80,repvue
Juniper Networks,JuniperNetworks,80.80,repvue
DaySmart,daysmart,80.80,repvue
Gurobi Optimization,GurobiOptimizationLLC,80.80,repvue
Weights & Biases,WeightsBiases,80.79,repvue
Rose Rocket,Roserocket,80.79,repvue
Vivian Health,VivianHealth,80.79,repvue
Netsertive,Netsertive,80.79,repvue
Upside,Upside,80.77,repvue
Love's Travel Stops,love-s,80.76,repvue
SI-Bone,SIBone,80.76,repvue
Yokoy,Yokoy,80.76,repvue
Intelerad Medical Systems,Intelerad,80.75,repvue
Versapay,Versapay,80.75,repvue
Planswell,Planswell,80.74,repvue
Ergotron,Ergotron,80.74,repvue
Abbott Laboratories,abbott,80.74,repvue
Klarna,Klarna,80.73,repvue
Rescale,rescale,80.73,repvue
ConstructConnect,ConstructConnect,80.72,repvue
Apex Revenue,ApexRevenue,80.72,repvue
BlackLine,BlackLine,80.72,repvue
AgentSync,Agentsync,80.72,repvue
LiveIntent,liveintent,80.72,repvue
Amazon,Amazon,80.71,repvue
Reveneer,Reveneer,80.71,repvue
Dixa,Dixa,80.71,repvue
Asurion,Asurion,80.71,repvue
Getty Images,GettyImages,80.71,repvue
Guidance Residential,GuidanceResidential,80.71,repvue
Headspace,Headspace,80.70,repvue
American Express Global Business Travel,american-express-global-business-travel,80.70,repvue
Sandler Training,SandlerTraining,80.70,repvue
Dialectica,Dialectica,80.70,repvue
Vital.io,vital,80.69,repvue
Docebo,Docebo,80.68,repvue
Attest,Attest,80.68,repvue
Later,Mavrck,80.67,repvue
Magnit,magnit,80.67,repvue
CloudZero,CloudZero,80.66,repvue
Esker,Esker,80.66,repvue
ADP,ADP,80.66,repvue
Rapid7,rapid7,80.66,repvue
Cotality,CoreLogic,80.65,repvue
Iru,Kandji,80.65,repvue
Zylo,Zylo,80.65,repvue
Salelytics,Salelytics,80.64,repvue
Workday Strategic Sourcing,ScoutRFPaWorkdaycompany,80.64,repvue
Revenue.io,revenueio,80.64,repvue
CDK Global,CDKGlobal,80.64,repvue
Neon One,Neonone,80.63,repvue
Busuu,busuu,80.63,repvue
Mansfield Energy,MansfieldEnergy,80.62,repvue
EagleView,Eagleview,80.62,repvue
Sales Focus Inc.,SalesFocus,80.62,repvue
Zoetis,Zoetis,80.62,repvue
Flexential,Flexential,80.61,repvue
SalesRabbit,SalesRabbit,80.61,repvue
AppsFlyer,AppsFlyer,80.61,repvue
IXL Learning,ixl-learning,80.61,repvue
"Cavco Industries, Inc.",cavco,80.61,repvue
PX Inc,PX,80.60,repvue
Vial,Vial,80.60,repvue
TeamSupport,TeamSupport,80.60,repvue
Propeller Aero,PropellerAero,80.59,repvue
Kin + Carta,KinCarta,80.59,repvue
SV Academy,SVAcademy,80.59,repvue
Avalara,Avalara,80.59,repvue
Sybill,Sybill,80.59,repvue
Flywheel Digital,FlywheelDigital,80.59,repvue
SaaS Labs,SaaSLabs,80.58,repvue
SiteDocs,SiteDocs,80.58,repvue
OutSystems,OutSystems,80.58,repvue
Second Nature,SecondNature,80.57,repvue
CentralSquare Technologies,CentralSquareTechnologies,80.57,repvue
Fotona USA,fotona,80.57,repvue
Domo,Domo,80.57,repvue
Dash Social,DashHudson,80.57,repvue
Clozd,Clozd,80.57,repvue
Henry Schein One,HenryScheinOne,80.56,repvue
Snorkel AI,SnorkelAI,80.56,repvue
EDICOM,edicom,80.56,repvue
GE Vernova,GEdigital,80.56,repvue
PacBio,PacBio,80.56,repvue
Impartner,Impartner,80.56,repvue
RingCentral,RingCentral,80.55,repvue
D2L,D2L,80.55,repvue
WM,WasteManagement,80.55,repvue
Gordian,Gordian,80.55,repvue
Finite State,FiniteState,80.54,repvue
Liftoff Mobile,liftoff,80.54,repvue
Blueboard,Blueboard,80.54,repvue
BookNook,BookNook,80.53,repvue
Visier,Visier,80.52,repvue
Eaton,Eaton,80.52,repvue
"Xyleme, Inc",XylemeInc,80.51,repvue
TransUnion,TransUnion,80.51,repvue
DataGrail,Datagrail,80.51,repvue
ShipBob,shipbob,80.50,repvue
Anyscale,anyscale,80.50,repvue
SS&C Intralinks,SSCIntralinks,80.50,repvue
LucidLink,LucidLink,80.50,repvue
Cushman & Wakefield,Cushman,80.50,repvue
OysterHR,OysterHR,80.50,repvue
Retention.com,retention,80.49,repvue
Sunbelt Staffing,Sunbeltstaffing,80.49,repvue
BigHand,BigHand,80.49,repvue
Sage,Sage,80.48,repvue
Sendbird,Sendbird,80.48,repvue
Logz.io,logz,80.48,repvue
Dotdigital,Dotdigital,80.47,repvue
BTL Industries,BTLIndustries,80.47,repvue
Veoci,Veoci,80.47,repvue
FacilityOS,iLobby,80.46,repvue
Axle Logistics,AxleLogistics,80.46,repvue
Advance Local,advancelocal,80.46,repvue
UpSlide,UpSlide,80.46,repvue
Glean,Glean2,80.46,repvue
Hummingbird,Hummingbird,80.46,repvue
Attentive,Attentive,80.46,repvue
Staffbase,Staffbase,80.45,repvue
Flywire,Flywire,80.45,repvue
Mad City Windows & Baths,mad-city-windows-baths,80.45,repvue
Beqom,Beqom,80.45,repvue
Slashdot Media,SlashdotMedia,80.44,repvue
ShipHawk,ShipHawk,80.44,repvue
Lavu,lavu,80.44,repvue
Relex Solutions,Relex,80.44,repvue
PitchBook Data,PItchBook,80.44,repvue
The Alexander Group,Alexandergroup,80.43,repvue
Barrington James,BarringtonJames,80.43,repvue
Bamboo Health,BambooHealth,80.43,repvue
Xceptor,Xceptor,80.42,repvue
Block,Square,80.42,repvue
Demandforce,Demandforce,80.42,repvue
"xMatters, inc",xMatters,80.42,repvue
ForUsAll,forusall,80.41,repvue
Rock Content,RockContent,80.41,repvue
Lucid Software,LucidSoftware,80.41,repvue
Medallion,Medallion,80.40,repvue
Keelvar,Keelvar,80.40,repvue
Blue Horizons Group,the-blue-horizons-group,80.39,repvue
CareRev,Carerev,80.39,repvue
Morningstar,Morningstar,80.39,repvue
ProcessUnity,ProcessUnity,80.39,repvue
Stukent,Stukent,80.38,repvue
CentralReach,CentralReach,80.38,repvue
GitLab,GitLab,80.38,repvue
Axcient,axcient,80.38,repvue
Qualifacts,Qualifacts,80.37,repvue
Homeward,Homeward,80.36,repvue
Fresha,Fresha,80.36,repvue
Talkwalker,talkwalker,80.36,repvue
AODocs,AODocs,80.36,repvue
HP Poly,poly,80.35,repvue
Cognism,Cognism,80.34,repvue
Oticon,Oticon,80.34,repvue
Generac,Generac,80.34,repvue
Netsmart,Netsmart,80.34,repvue
NetDocuments,netdocuments,80.34,repvue
Sharebite,Sharebite,80.34,repvue
TestGorilla,TestGorilla,80.33,repvue
Abacus.AI,Abacusai,80.33,repvue
Polly,Polly,80.33,repvue
KickUp,KickUp,80.33,repvue
Levitate,RealMagicLevitate,80.33,repvue
Trimble Viewpoint,ViewpointConstructionSoftware,80.32,repvue
Airbase,Airbase,80.32,repvue
T-Mobile,TMobile,80.32,repvue
AgencyBloc,agencybloc,80.31,repvue
Leanplum,Leanplum,80.31,repvue
Conquer,Conquer,80.31,repvue
Najar,najar,80.31,repvue
Agiloft,Agiloft,80.31,repvue
Quantum Metric,Quantummetric,80.31,repvue
Clearwave Corporation,Clearwave,80.30,repvue
Omnicell,Omnicell,80.30,repvue
Thriver,Platterz,80.30,repvue
Atera,atera,80.29,repvue
CapIntel,Capintel,80.29,repvue
Celero Commerce,celero-commerce,80.29,repvue
Panopto,Panopto,80.29,repvue
SAP Ariba,SAPAriba,80.29,repvue
UpKeep,UpKeep,80.28,repvue
Hootsuite,Hootsuite,80.28,repvue
SportsEngine,SportsEngine,80.27,repvue
Tesorio,Tesorio,80.27,repvue
Craftable,craftable,80.27,repvue
Trustpilot,Trustpilot,80.27,repvue
GrowthLoop,growthloop,80.26,repvue
Intenseye,intenseye,80.26,repvue
Lendio,Lendio,80.26,repvue
Webflow,Webflow,80.25,repvue
ConnectAndSell,ConnectAndSell,80.25,repvue
Quantexa,quantexa,80.25,repvue
CARTO,CARTO,80.25,repvue
DLT Solutions,DLT,80.25,repvue
VergeSense,Vergesense,80.24,repvue
Payhawk,Payhawk,80.24,repvue
Quest Diagnostics,QuestDiagnostics,80.24,repvue
Intellimize,intellimize,80.23,repvue
SonicWall,Sonicwall,80.23,repvue
Tenth Revolution Group,FrankRecruitmentGroup,80.23,repvue
IQVIA,IQVIA,80.23,repvue
MedBridge,MedBridge,80.23,repvue
Softchoice,Softchoice,80.23,repvue
Newfold Digital,newfold-digital,80.23,repvue
Flexport,Flexport,80.22,repvue
Pilot,Pilot,80.22,repvue
Surglogs,Surglogs,80.22,repvue
SuperOrder (Forward Kitchens),SuperOrder,80.22,repvue
Foundever,Sitel,80.22,repvue
Resolve Systems,ResolveSystems,80.22,repvue
Pendo.io,Pendoio,80.22,repvue
Broadridge,Broadridge,80.21,repvue
TaskUs,TaskUs,80.21,repvue
SafeBreach,SafeBreach,80.21,repvue
"Workspot, Inc",workspot,80.21,repvue
Rula,rula,80.21,repvue
Industry Dive,IndustryDive,80.20,repvue
Hawkes Learning,HawkesLearning,80.20,repvue
Carrier,Carrier,80.20,repvue
ATOSS Software SE,ATOSSSoftwareSE,80.19,repvue
Xometry,Xometry,80.18,repvue
GAINS,gainsystems,80.17,repvue
Weaveworks,Weaveworks,80.17,repvue
Selectquote,Selectquote,80.17,repvue
Stax Payments,staxpayments,80.17,repvue
ROI Hunter,ROIHunter,80.17,repvue
Cloudera,Cloudera,80.17,repvue
Gallup,Gallup,80.17,repvue
AVEVA,AVEVA,80.17,repvue
DataBank IMX,Databankimx,80.16,repvue
Varonis,Varonis,80.16,repvue
White Cup,white-cup,80.16,repvue
Nesco Resource,Nescoresource,80.15,repvue
Compliance & Risks,ComplianceandRisks,80.15,repvue
Esper Regulatory Technologies,esper-regulatory-technologies,80.15,repvue
PosiGen,PosiGen,80.15,repvue
DHI,DHI,80.14,repvue
FranConnect,FranConnect,80.14,repvue
Blue Orange Digital,BlueOrangeDigital,80.14,repvue
Choco,Choco,80.13,repvue
Great Place to Work,GreatPlacetoWork,80.13,repvue
OutboundEngine,OutboundEngine,80.13,repvue
SkyKick,SkyKick,80.13,repvue
Brightflag,Brightflag,80.12,repvue
Intellum,Intellum,80.12,repvue
BigID,BigID,80.12,repvue
VasoHealthcare,VasoHealthcare,80.11,repvue
American Express,AmericanExpress,80.11,repvue
AB Tasty,ab-tasty,80.11,repvue
Smith & Nephew,SmithandNephew,80.10,repvue
Highlight,highlight,80.10,repvue
Yooz,yooz,80.10,repvue
Medtronic,Medtronic,80.10,repvue
Cynet Security,CynetSecurity,80.09,repvue
NetSPI,NetSPI,80.09,repvue
Yardi,Yardi,80.09,repvue
Supermetrics,Supermetrics,80.08,repvue
OpenComp,OpenComp,80.08,repvue
Siemens,Siemens,80.08,repvue
Haas Alert,HaasAlert,80.08,repvue
MariaDB,MariaDB,80.08,repvue
Taboola,Taboola,80.07,repvue
Allied Universal Technology Services,AlliedUniversalTechnologyServices,80.07,repvue
Coda,Coda,80.07,repvue
Dataprise,Dataprise,80.07,repvue
InfluxData,influxdata,80.07,repvue
GOVX,govx,80.06,repvue
Unify GTM,unify-gtm,80.06,repvue
Axion,axion-ray,80.06,repvue
Sendoso,Sendoso,80.06,repvue
ParkMobile,ParkMobile,80.06,repvue
Sitation,Sitation,80.06,repvue
Pave,Pave,80.05,repvue
Infor,infor,80.05,repvue
DocuSign,Docusign,80.05,repvue
Get Beyond,GetBeyond,80.05,repvue
Learning Tree International,LearningTreeInternational,80.04,repvue
DataDome,DataDome,80.04,repvue
Sirius Computer Solutions,Siriuscomputersolutions,80.04,repvue
Nextep,Nextep,80.03,repvue
Komprise,Komprise,80.03,repvue
Comodo,Comodo,80.03,repvue
Hewlett Packard Enterprise (HPE),HewlettPackardEnterprise,80.03,repvue
HYPR,HYPR,80.02,repvue
DLL,DLL,80.02,repvue
Medical Solutions,MedicalSolutions,80.01,repvue
PandaDoc,Pandadoc,80.01,repvue
Grimco,Grimco,80.00,repvue
Critical Start,CriticalStart,80.00,repvue
Prophix Software,ProphixSoftware,80.00,repvue
Egnyte,Egnyte,80.00,repvue
ChurnZero,churnzero,80.00,repvue
Flosum,Flosum,79.98,repvue
EasyMovie,EasyMovie,79.98,repvue
Huntington National Bank,TCFBank,79.97,repvue
Natus,Natus,79.97,repvue
Ellucian,Ellucian,79.97,repvue
Pinecone,pinecone,79.97,repvue
Wrapify,Wrapify,79.96,repvue
SuperOps,superops,79.96,repvue
Aptum,Aptum,79.96,repvue
Delinea,Thycotic,79.96,repvue
Puzzel,Puzzel,79.96,repvue
BMC Helix,bmc-helix,79.96,repvue
Belkin,Belkin,79.95,repvue
Fusion5,Fusion5,79.95,repvue
Beckman Coulter,BeckmanCoulter,79.95,repvue
Intellect,Intellect,79.93,repvue
Quora,Quora,79.92,repvue
Deel IT,Hofy,79.92,repvue
NielsenIQ,NielsenIQ,79.92,repvue
3Play Media,3play-media,79.91,repvue
Ditto,ditto,79.91,repvue
Copperleaf,Copperleaf,79.91,repvue
Polaris Inc.,PolarisIndustries,79.91,repvue
UST,UST14258,79.91,repvue
Subsplash,Subsplash,79.90,repvue
Catalant Technologies,CatalantTechnologies,79.90,repvue
Capgemini,Capgemini,79.90,repvue
Smart Communications,SmartCommunications,79.90,repvue
Assent Compliance Inc.,AssentComplianceInc,79.90,repvue
Formative Search Partners,CloserIQ,79.89,repvue
simPRO,simPRO,79.89,repvue
Discuss,Discuss,79.89,repvue
Dext,Dext,79.89,repvue
Magnet Forensics,MagnetForensics,79.88,repvue
Keller Williams Realty,KellerWillliams,79.88,repvue
VWO,VWO,79.88,repvue
Wavestone,wavestone,79.88,repvue
LEAP Legal Software,LeaplegalsoftwareUS,79.87,repvue
Deliveroo,Deliveroo,79.87,repvue
Vixio Regulatory Intelligence,vixio-gamblingcompliance,79.86,repvue
Komodor,komodor,79.86,repvue
LEARFIELD,Learfield,79.86,repvue
Float,Float,79.86,repvue
HD Supply Holdings,HDSupplyHoldings,79.85,repvue
Versa Networks,VersaNetworks,79.85,repvue
Neodent,Neodent,79.85,repvue
Peppr,peppr,79.84,repvue
Motorola Solutions,MotorolaSolutions,79.84,repvue
MFour Mobile Research,mfour-mobile-research,79.84,repvue
LogicGate,Logicgate,79.83,repvue
SaaS Academy,SaaSAcademy,79.83,repvue
Nitrogen,Nitrogen,79.83,repvue
LogicMonitor,LogicMonitor,79.83,repvue
Altrata,altrata,79.83,repvue
AbsenceSoft,AbsenceSoft,79.82,repvue
Sayari Labs,SayariLabs,79.82,repvue
Ottimate,ottimate,79.82,repvue
Verisk,Verisk,79.81,repvue
Illumio,Illumio,79.81,repvue
AppNeta,AppNeta,79.81,repvue
HSBC,Hsbc,79.81,repvue
Altria Group,AltriaGroup,79.81,repvue
HP Inc.,HPInc,79.80,repvue
Obligo,obligo,79.80,repvue
BlastPoint,BlastPoint,79.80,repvue
Mynd,Mynd,79.80,repvue
FiberLight,fiberlight,79.79,repvue
MyCISO,myciso,79.79,repvue
Honeycomb,Honeycomb,79.79,repvue
Pulsar,pulsar,79.78,repvue
Tulip,Tulip,79.77,repvue
Vidyard,vidyard,79.77,repvue
ConRes,Continentalresourcesinc,79.77,repvue
SPS Commerce,SPSCommerce,79.76,repvue
Procare Solutions,procare,79.76,repvue
Acquirent,Acquirent,79.76,repvue
Erudit,EruditAI,79.76,repvue
Rehab Medical,Rehabmedical,79.75,repvue
Mitchell1,mitchell-1,79.75,repvue
Red Points,RedPointsSoftware,79.75,repvue
Draup,draup,79.74,repvue
Optimizely,Optimizely,79.74,repvue
SAP Concur,SAPConcur,79.74,repvue
Ferguson Enterprises,FergusonEnterprises,79.72,repvue
JMP,jmp,79.72,repvue
Ekos,Ekos,79.72,repvue
Dealpath,Dealpath,79.72,repvue
Smith & Associates,SmithAssociates,79.71,repvue
Incredible Health,IncredibleHealth,79.71,repvue
Freight Club,FreightClub,79.71,repvue
Equifax,EquifaxCorporation,79.71,repvue
Thnks,Thnks,79.70,repvue
Wintrust Mortgage,WintrustMortgage,79.70,repvue
Arovy,arovy,79.70,repvue
Hanwha Vision,HanwhaVision,79.70,repvue
Zebra Technologies,ZebraTechnologies,79.70,repvue
PlanSource,Plansource,79.70,repvue
NextGen Healthcare,NextGen,79.70,repvue
Logi Analytics,LogiAnalytics,79.69,repvue
CallRail,CallRail,79.69,repvue
Bay Alarm,BayAlarm,79.68,repvue
FreeWill,freewill,79.68,repvue
Gremlin,Gremlin,79.68,repvue
Secureframe,Secureframe,79.68,repvue
Front,front,79.68,repvue
DaBella,Dabella,79.67,repvue
Gembah,Gembah,79.67,repvue
Cardinal Financial Company,cardinalfinancial,79.67,repvue
Dataiku,dataiku,79.67,repvue
Medline,Medline,79.67,repvue
Aesculap,Aesculap,79.66,repvue
Lilt,Lilt,79.66,repvue
White Cap Construction Supply,WhiteCapConstructionSupply,79.65,repvue
Board International,BOARDINTERNATIONAL,79.65,repvue
Ascent Cloud,AscentCloudio,79.65,repvue
EvenUp,EvenUp,79.64,repvue
Virtuagym,Virtuagym,79.64,repvue
Shippo,Shippo,79.64,repvue
Planhat,Planhat,79.64,repvue
Ecolab,Ecolab,79.64,repvue
Evaluate,Evaluate,79.63,repvue
phData,phdata,79.63,repvue
AIQ.com,alpine-iq,79.63,repvue
FRONTSTEPS,FRONTSTEPS,79.63,repvue
AngioDynamics,AngioDynamics,79.62,repvue
Spekit,Spekit,79.62,repvue
Klara,Klara,79.62,repvue
Sectigo,Sectigo,79.62,repvue
PowerDMS,PowerDMS,79.62,repvue
Mimecast,Mimecast,79.61,repvue
Criteo,Criteo,79.61,repvue
Comcast,Comcast,79.61,repvue
Contractbook,Contractbook,79.61,repvue
iMocha,iMocha,79.61,repvue
Hone,Hone,79.61,repvue
LASSO,LASSO,79.60,repvue
Samsung Electronics,Samsung,79.60,repvue
Crown Castle,CrownCastle,79.60,repvue
Suse,Suse,79.60,repvue
BSI,BSI,79.60,repvue
Vector Solutions,VectorSolutions,79.59,repvue
LiveSwitch,liveswitch,79.59,repvue
Shutterstock,Shutterstock,79.59,repvue
Unily,unily,79.59,repvue
D.R. Horton,DRHorton,79.59,repvue
Gladly,Gladly,79.59,repvue
Crunchtime,Crunchtime,79.59,repvue
Relyance AI,RelyanceAI,79.59,repvue
Colt Technology Services,Colttechnologyservices,79.58,repvue
Rydoo,Rydoo,79.58,repvue
LexisNexis Risk Solutions,lexisnexisrisksolutions,79.58,repvue
FreightWaves,FreightWaves,79.57,repvue
Array,Array,79.57,repvue
10x Genomics,10XGenomics,79.57,repvue
ShiftCare,shiftcare,79.57,repvue
Lendingclub,Lendingclub,79.57,repvue
Worldwide Business Research (WBR),WorldwideBusinessResearch,79.57,repvue
CONMED Corporation,ConMedCorp,79.57,repvue
Capsule,Capsule,79.56,repvue
Saluda Medical,SaludaMedical,79.56,repvue
Straumann Group,StraumannGroup,79.56,repvue
Airia,airia,79.55,repvue
Verizon,Verizon,79.55,repvue
Dow Jones,DowJones,79.55,repvue
Human Bees,HumanBees,79.55,repvue
Fluke,Fluke,79.55,repvue
Formic,formic,79.55,repvue
TrueLayer,Truelayer,79.54,repvue
Seesaw Learning,seesaw-learning,79.54,repvue
CodeRabbit,coderabbit,79.54,repvue
WeWork,WeWork,79.54,repvue
HighLevel,HighLevel,79.53,repvue
Dolead,Dolead,79.53,repvue
SecurityPal,SecurityPal,79.53,repvue
Videate,videate,79.53,repvue
Yubico,Yubico,79.52,repvue
Sysco,Sysco,79.52,repvue
Tipalti,Tipalti,79.52,repvue
Sazerac Company,SazeracCompany,79.52,repvue
Aviso AI,AvisoAI,79.51,repvue
Planet DDS,PlanetDDS,79.51,repvue
ITILITE,ITILITE,79.50,repvue
Service Express,ServiceExpress,79.50,repvue
Laserfiche,Laserfiche,79.50,repvue
talent.io,talentio,79.50,repvue
